customer_id,loan_amount,loan_type,loan_term,interest_rate,monthly_payment_amount,loan_status,outstanding_balance
720,854846,Personal,24,0.08,24051,Active,381018
4344,361594,Personal,48,0.13,14938,Paid Off,249010
8012,1584277,Personal,48,0.14,24154,Paid Off,270613
2308,926737,Auto,12,0.1,39250,Defaulted,340697
1426,1516306,Home,24,0.07,37686,Paid Off,449487
4153,1093556,Auto,60,0.07,46254,Active,250641
72,1524253,Home,60,0.07,38812,Defaulted,44823
4080,1943262,Home,48,0.11,39278,Paid Off,238173
6677,1107815,Auto,12,0.13,34812,Active,145518
4198,1816095,Home,48,0.07,14826,Defaulted,494135
9327,1893239,Auto,36,0.13,9956,Paid Off,294907
818,1359414,Home,48,0.09,23493,Defaulted,173516
917,1787514,Education,60,0.08,39411,Paid Off,97676
1530,116152,Auto,48,0.13,15132,Defaulted,77823
4465,1272800,Personal,60,0.1,29698,Defaulted,21580
6975,810717,Education,12,0.1,1338,Defaulted,437112
7352,368521,Personal,36,0.11,32249,Defaulted,456239
1049,349529,Auto,36,0.08,4963,Paid Off,141837
8216,622398,Auto,24,0.13,33452,Defaulted,262839
927,746138,Personal,60,0.14,45726,Active,382389
1845,683682,Home,36,0.09,39283,Defaulted,184169
8156,1480893,Education,36,0.13,36278,Paid Off,373196
4778,158221,Personal,36,0.07,16782,Paid Off,336522
1927,943896,Home,36,0.12,5268,Paid Off,280373
685,1671262,Personal,60,0.14,36040,Defaulted,379825
6433,1211088,Home,12,0.12,27374,Defaulted,48424
6723,937155,Education,36,0.08,40467,Paid Off,361355
8078,1912865,Personal,12,0.14,26187,Active,281662
9873,1308849,Education,60,0.14,17168,Active,404862
138,1137953,Home,36,0.14,18190,Active,380529
5338,1570666,Auto,60,0.07,19419,Defaulted,29586
8689,356831,Auto,48,0.13,24903,Defaulted,403532
1048,1290017,Personal,36,0.08,40776,Paid Off,488476
8597,1790633,Home,60,0.14,16639,Active,121034
5371,1004345,Home,60,0.08,2041,Defaulted,201987
1750,258670,Personal,12,0.07,9582,Defaulted,443241
7049,1308705,Personal,12,0.1,23335,Defaulted,235394
1616,1435503,Auto,24,0.13,20374,Active,317385
9292,556772,Education,48,0.12,20618,Active,424683
479,1836242,Education,24,0.1,8396,Defaulted,174892
7325,927760,Education,24,0.09,36035,Paid Off,413802
1709,1000201,Education,36,0.11,19285,Defaulted,345774
7316,1524197,Auto,36,0.12,24528,Active,310103
5262,1634379,Personal,24,0.12,14353,Defaulted,115057
5456,549585,Auto,60,0.13,4009,Defaulted,41015
452,725582,Home,60,0.13,21685,Active,425460
4488,1292841,Personal,24,0.1,30570,Active,401775
1369,1221904,Personal,36,0.11,47150,Defaulted,250582
6308,1326974,Education,24,0.08,23967,Active,215044
7563,531819,Auto,24,0.13,49677,Active,298389
530,644668,Personal,12,0.09,12673,Defaulted,471938
6938,691366,Education,12,0.09,1925,Paid Off,280475
1551,801987,Auto,24,0.12,45203,Active,361767
6657,1764729,Home,48,0.08,20145,Active,130743
404,126899,Home,48,0.14,41333,Defaulted,133100
8713,589403,Personal,60,0.14,36182,Active,402197
617,709946,Home,24,0.14,10548,Defaulted,265236
2064,815876,Auto,36,0.08,33751,Defaulted,234564
9928,535386,Home,48,0.13,42083,Paid Off,289561
3761,1803735,Personal,36,0.09,29654,Paid Off,421653
9726,396368,Education,24,0.13,40488,Paid Off,315712
9225,206592,Home,60,0.07,17992,Paid Off,331098
4879,1832977,Personal,24,0.07,16936,Paid Off,19817
1792,542493,Home,60,0.1,15570,Active,169540
6156,25457,Home,36,0.11,6766,Active,6605
2236,864383,Personal,36,0.13,3744,Paid Off,197227
7599,255450,Education,12,0.12,26872,Active,175388
6287,529522,Auto,48,0.14,1793,Defaulted,383991
7592,458929,Education,60,0.1,42804,Active,398155
1740,777615,Education,24,0.11,6692,Active,422123
8519,957918,Auto,24,0.14,28749,Defaulted,439428
694,291435,Education,48,0.08,31032,Defaulted,310706
2928,133721,Home,48,0.12,16756,Paid Off,102630
5086,1984272,Education,48,0.15,11634,Defaulted,362380
8522,1159051,Home,12,0.11,28912,Defaulted,106849
8966,1791257,Personal,24,0.14,32570,Active,395070
7093,318984,Education,36,0.12,31536,Defaulted,417774
9472,1382200,Education,24,0.13,9295,Defaulted,60374
1055,1083958,Home,24,0.1,38767,Paid Off,450649
3025,1412010,Education,60,0.09,9427,Defaulted,22752
9307,1967826,Education,36,0.08,13252,Paid Off,150010
4284,1625754,Personal,36,0.14,49673,Active,428462
5197,1487258,Personal,60,0.12,38360,Active,380829
9036,1075449,Home,36,0.08,2752,Defaulted,430815
6583,485213,Auto,48,0.09,31538,Active,72276
117,1506637,Education,48,0.15,45863,Paid Off,96478
7707,184871,Home,36,0.07,20135,Paid Off,267711
7717,804878,Education,36,0.13,1206,Paid Off,94864
9429,727411,Home,60,0.1,39304,Paid Off,400643
7800,293848,Education,36,0.07,17446,Paid Off,399854
8403,1580755,Home,48,0.09,36559,Paid Off,207864
4256,1638891,Home,36,0.14,11514,Active,367064
1600,870864,Home,12,0.13,36085,Defaulted,276489
8223,1010280,Auto,24,0.12,45331,Paid Off,478757
5941,1834276,Home,36,0.09,36173,Defaulted,67204
5949,832809,Education,36,0.14,47804,Defaulted,443304
4716,434587,Auto,60,0.14,4663,Paid Off,223078
901,231584,Education,60,0.09,20182,Defaulted,12213
4340,1592696,Personal,36,0.15,46894,Paid Off,217344
6005,323753,Personal,12,0.08,25813,Active,170981
4839,1289262,Auto,12,0.08,13261,Paid Off,251743
7318,541307,Home,12,0.08,6192,Defaulted,377226
3344,1819138,Personal,12,0.08,34225,Active,23166
4122,1430082,Personal,36,0.12,21923,Paid Off,20390
8842,1568592,Education,12,0.11,5217,Defaulted,131070
9806,1995743,Personal,60,0.14,16576,Defaulted,364053
5343,571042,Auto,24,0.13,12300,Active,290141
4810,1177755,Home,36,0.09,14276,Paid Off,463033
2153,1743050,Education,24,0.12,45787,Defaulted,88035
8668,582447,Auto,36,0.08,9773,Active,397816
3015,227885,Auto,36,0.14,49461,Paid Off,322000
7844,567000,Home,12,0.08,43477,Paid Off,132238
7369,610430,Personal,60,0.15,22942,Paid Off,469931
3081,31281,Auto,24,0.09,21306,Active,102664
7424,1217497,Personal,24,0.14,9242,Defaulted,253922
6289,1759615,Auto,24,0.15,48828,Defaulted,101328
8175,446758,Personal,24,0.08,41545,Defaulted,333623
3429,1849259,Personal,24,0.14,1408,Defaulted,443734
4830,1297693,Home,24,0.13,40088,Active,30698
7270,1009019,Auto,60,0.14,27157,Paid Off,410427
4819,1952147,Education,12,0.1,19901,Paid Off,297244
4143,1753432,Education,36,0.13,45319,Active,90207
5920,1548286,Personal,24,0.09,42793,Active,382729
1208,712421,Personal,12,0.09,22618,Active,309572
1247,164729,Personal,48,0.12,44256,Paid Off,372916
7979,1396653,Personal,36,0.12,32093,Defaulted,453519
1400,1887748,Home,24,0.14,29136,Defaulted,27652
3030,1379177,Personal,24,0.11,9224,Paid Off,119466
4206,497859,Home,36,0.08,42416,Active,224077
8513,1295272,Home,60,0.11,16434,Defaulted,198999
4858,1305564,Home,24,0.11,13610,Active,53084
7153,703176,Personal,60,0.1,19818,Paid Off,399168
7875,200707,Auto,12,0.14,36724,Active,54345
3224,255978,Home,36,0.12,10057,Defaulted,188157
6120,972868,Personal,12,0.14,35197,Paid Off,132381
9571,613897,Personal,60,0.12,1304,Active,126714
7080,591932,Home,36,0.14,14704,Paid Off,450256
8534,1364421,Home,60,0.12,17358,Paid Off,395170
4727,740278,Home,12,0.1,31226,Active,264540
9632,815696,Personal,60,0.08,30243,Paid Off,449096
8056,1353452,Home,12,0.07,2853,Defaulted,151780
6427,941182,Education,36,0.11,17415,Active,44203
8928,1414018,Auto,60,0.12,30176,Paid Off,396180
1180,722910,Education,36,0.13,37245,Defaulted,454588
879,991858,Auto,12,0.12,44497,Active,149965
6839,1607937,Home,48,0.14,12818,Active,429241
1422,244666,Personal,60,0.14,20498,Defaulted,251022
2852,348193,Auto,24,0.13,47471,Paid Off,194173
2962,1103392,Personal,24,0.07,3025,Active,487043
7530,632405,Education,12,0.12,18796,Active,198076
8634,1714804,Personal,12,0.14,5582,Active,451871
3506,1738990,Home,12,0.09,39162,Active,78814
7799,1733962,Auto,60,0.09,34816,Paid Off,180426
7508,403212,Auto,36,0.13,38572,Defaulted,284652
8439,1135669,Personal,12,0.14,12728,Defaulted,163648
2978,1261321,Personal,36,0.07,38284,Active,436977
1497,1162176,Home,12,0.08,25655,Defaulted,40333
4187,1718531,Personal,60,0.13,28848,Defaulted,402681
9763,1375200,Auto,60,0.13,33139,Paid Off,377716
4943,1964218,Education,36,0.12,32308,Active,176506
1547,221338,Auto,60,0.13,32746,Defaulted,291247
1990,1308280,Home,48,0.14,1082,Active,390466
3146,1910441,Personal,36,0.08,43416,Paid Off,466737
1746,964486,Personal,12,0.09,49341,Paid Off,9582
2760,954582,Auto,36,0.12,19987,Paid Off,454161
6961,1035025,Home,12,0.12,26599,Paid Off,81259
4636,1906137,Auto,24,0.09,13865,Defaulted,380629
9017,120486,Education,36,0.07,39714,Active,350742
22,165950,Home,12,0.1,40598,Defaulted,221027
5648,189852,Auto,24,0.15,22224,Paid Off,33626
8250,1109263,Personal,36,0.1,38577,Paid Off,16769
1679,1401366,Education,24,0.11,47610,Paid Off,85428
7782,1840440,Education,60,0.1,49011,Defaulted,11505
1629,991297,Education,36,0.13,33965,Paid Off,40101
1525,1318641,Personal,60,0.11,44904,Active,261613
6585,1890324,Home,36,0.13,9638,Defaulted,370223
3157,1126665,Personal,60,0.13,28106,Paid Off,286324
5817,877334,Education,36,0.09,42750,Active,330472
620,887132,Auto,36,0.13,18862,Active,311472
3585,1340787,Education,60,0.14,35213,Defaulted,119939
4651,813353,Education,24,0.07,43301,Defaulted,454978
715,580645,Personal,36,0.12,16203,Defaulted,442031
8297,607594,Auto,12,0.1,30844,Active,360156
7788,703903,Auto,48,0.08,49658,Paid Off,7208
6699,599151,Education,60,0.07,6047,Paid Off,313809
728,120390,Auto,24,0.12,46788,Paid Off,471906
2543,164766,Home,48,0.09,27733,Active,339391
3152,1951784,Education,48,0.14,18966,Active,286041
696,1986084,Personal,36,0.09,1731,Paid Off,139615
4229,1293733,Auto,48,0.1,35463,Defaulted,424588
8598,1005292,Home,48,0.12,10932,Paid Off,269470
7165,1477291,Education,24,0.08,37852,Paid Off,73959
9771,1710295,Personal,48,0.07,48724,Paid Off,335319
5185,691741,Education,12,0.11,32099,Defaulted,178913
2348,691700,Education,60,0.1,15989,Paid Off,86405
3314,850324,Auto,48,0.13,3670,Defaulted,314735
515,1288499,Home,12,0.13,17251,Paid Off,85184
2144,1408634,Education,24,0.14,15372,Active,457529
3425,1246602,Education,60,0.09,9039,Paid Off,21081
7263,80063,Personal,24,0.1,7920,Active,124821
9144,1779984,Auto,48,0.08,32133,Paid Off,299809
1745,619108,Home,24,0.13,29984,Defaulted,271526
2184,758364,Personal,60,0.13,8080,Defaulted,364313
3428,1010535,Personal,24,0.1,38213,Active,251331
1071,945092,Education,48,0.14,4057,Paid Off,221123
1187,295711,Home,60,0.13,41585,Active,253618
499,807904,Auto,36,0.1,47197,Defaulted,470953
2549,711694,Home,48,0.13,35315,Active,136608
9688,1945871,Education,24,0.15,25590,Defaulted,353058
6081,1062995,Education,60,0.09,16132,Paid Off,115458
7147,1705637,Home,36,0.12,44434,Defaulted,20692
5745,1018025,Home,60,0.08,49116,Active,224022
820,904176,Personal,36,0.14,31170,Defaulted,315338
9191,496716,Personal,24,0.1,28796,Paid Off,491862
8765,734955,Education,60,0.15,7342,Paid Off,366416
5245,188192,Education,48,0.1,33989,Defaulted,465400
1698,1314453,Auto,12,0.13,9709,Paid Off,307672
3042,1769478,Education,36,0.08,17272,Active,98753
3256,1821080,Personal,48,0.11,25089,Defaulted,74528
7996,929352,Personal,48,0.1,40489,Defaulted,145693
2187,1424352,Auto,48,0.14,37275,Defaulted,437606
1778,1366982,Personal,36,0.08,30579,Defaulted,241800
48,1102723,Personal,12,0.1,18649,Paid Off,247707
1494,1173266,Home,24,0.09,6957,Paid Off,278840
9365,1653810,Home,48,0.07,9844,Paid Off,27295
6467,366074,Education,36,0.11,21192,Defaulted,42324
9542,310274,Auto,24,0.11,33648,Active,238426
918,1228370,Personal,24,0.12,12575,Paid Off,208983
350,793780,Personal,36,0.11,21463,Defaulted,310665
1926,170124,Education,24,0.13,7703,Paid Off,477947
1917,105769,Education,60,0.07,31363,Active,264444
5266,214419,Auto,24,0.08,30859,Paid Off,19701
9501,676895,Auto,60,0.09,49391,Active,352046
6010,601442,Personal,12,0.15,31762,Defaulted,23773
3959,1568933,Education,36,0.09,49602,Paid Off,295830
5269,1172523,Home,60,0.14,31807,Defaulted,471977
5692,162232,Education,60,0.1,38383,Active,332433
7240,235125,Education,48,0.09,49550,Active,174446
5177,806798,Education,24,0.11,6546,Active,88599
7903,1865823,Personal,48,0.15,24174,Active,434522
4766,617650,Auto,36,0.1,48423,Paid Off,420831
7455,224021,Home,24,0.13,49138,Active,38117
4104,1427665,Education,24,0.13,25986,Defaulted,146315
1501,689907,Education,36,0.08,46246,Active,475860
5668,1808271,Auto,24,0.07,7817,Defaulted,374921
2823,1396406,Auto,60,0.14,48805,Active,279582
67,1633678,Education,24,0.1,17822,Active,349433
9523,1203668,Personal,48,0.14,41708,Active,116971
6676,345495,Education,12,0.11,44015,Active,71198
7944,695681,Education,60,0.13,34502,Paid Off,296805
763,1397257,Home,48,0.1,47040,Defaulted,59378
5572,111379,Home,12,0.07,4090,Paid Off,396979
8669,764418,Personal,48,0.12,34969,Defaulted,244360
4613,404895,Personal,36,0.09,16774,Paid Off,377383
5039,1069355,Personal,60,0.13,24095,Paid Off,492656
1023,655389,Auto,12,0.08,42229,Active,151857
5838,1970504,Education,60,0.11,41591,Defaulted,27047
5576,1496004,Personal,12,0.09,15275,Paid Off,197804
4738,1239221,Auto,36,0.09,17303,Active,391992
6814,1493368,Home,48,0.11,9737,Active,382189
2426,893984,Home,36,0.1,21464,Defaulted,278544
6758,398765,Home,36,0.08,34236,Active,96297
4742,546600,Personal,12,0.09,27932,Defaulted,328354
1531,1279663,Auto,36,0.09,24035,Paid Off,217258
4699,982761,Home,24,0.11,6532,Paid Off,163041
1401,189783,Personal,36,0.11,29230,Defaulted,291003
5858,609749,Home,60,0.13,47654,Active,331853
654,1844754,Auto,24,0.08,3601,Active,426634
8966,1059631,Personal,24,0.14,20762,Paid Off,29058
6622,769586,Education,24,0.09,37068,Defaulted,386817
6053,462246,Education,24,0.09,15566,Defaulted,491384
5511,304772,Auto,36,0.08,44625,Active,249451
3823,1254664,Auto,36,0.13,3402,Paid Off,110483
7631,1061862,Education,36,0.07,43585,Paid Off,268135
8801,555413,Personal,60,0.14,34905,Paid Off,77271
384,1517469,Home,60,0.08,12189,Defaulted,167367
8909,1766739,Home,48,0.14,40835,Defaulted,41693
3158,138157,Personal,60,0.09,1122,Defaulted,40948
191,121518,Personal,36,0.14,26633,Active,232084
8161,1770478,Personal,12,0.13,8460,Paid Off,259371
6785,756478,Home,24,0.12,49372,Defaulted,340155
2743,1994490,Auto,12,0.12,8605,Paid Off,402025
9834,1611394,Auto,60,0.14,36635,Defaulted,116112
4944,875173,Personal,48,0.11,8563,Paid Off,213345
8350,1539654,Education,48,0.11,34241,Active,345150
3385,740850,Home,12,0.12,12305,Paid Off,333084
7158,1471583,Auto,36,0.09,25901,Defaulted,497214
2009,1823324,Home,12,0.08,40192,Defaulted,358139
4728,880431,Auto,48,0.07,1504,Paid Off,323935
2722,647449,Education,48,0.15,32657,Active,106537
5123,1155719,Auto,36,0.08,37315,Active,275706
6939,1122206,Education,36,0.11,39954,Active,91904
7397,736915,Home,12,0.09,19707,Defaulted,285952
3998,647396,Personal,36,0.12,2521,Active,179999
9421,351892,Auto,12,0.1,26091,Paid Off,267466
3849,201178,Home,60,0.12,46103,Paid Off,478524
1448,612623,Home,24,0.08,43269,Active,91551
1004,665842,Home,12,0.08,48691,Paid Off,482496
7184,904674,Education,36,0.08,6155,Defaulted,481712
9970,1357188,Education,60,0.07,33676,Paid Off,84005
7868,577342,Personal,60,0.07,5329,Active,397348
211,371575,Home,60,0.13,23285,Paid Off,391989
5947,1672771,Home,48,0.09,36151,Defaulted,417545
8369,1026802,Home,24,0.11,47772,Paid Off,87170
6108,104249,Home,48,0.13,9280,Active,234342
8814,1190403,Education,48,0.11,6217,Paid Off,230785
643,86960,Home,36,0.09,17087,Defaulted,372904
30,1864627,Auto,12,0.12,23962,Active,153523
8195,1074343,Auto,48,0.12,9246,Paid Off,302986
17,842750,Home,24,0.12,4284,Defaulted,364592
7162,494990,Education,60,0.08,47231,Defaulted,40982
9553,703624,Education,12,0.1,3996,Active,259487
4327,1278900,Auto,24,0.11,24648,Defaulted,231599
1825,889425,Home,60,0.14,37944,Active,325400
8239,752288,Auto,12,0.12,39474,Defaulted,318365
6206,58727,Home,48,0.1,30712,Active,451694
6413,1420152,Auto,12,0.14,19220,Active,228179
3161,1799547,Education,12,0.13,41634,Active,373905
2047,1861775,Home,36,0.09,45744,Paid Off,134061
7766,1405362,Education,24,0.07,24439,Paid Off,375952
8480,1750585,Education,12,0.14,9029,Paid Off,100455
7248,97928,Auto,60,0.14,44639,Active,278707
8361,1644128,Home,36,0.13,47306,Defaulted,72137
2943,552979,Home,24,0.09,6640,Paid Off,403746
7026,1434514,Auto,36,0.08,31476,Paid Off,50255
4778,365248,Home,48,0.14,48488,Defaulted,474846
7645,1457389,Personal,12,0.09,30228,Defaulted,122984
2190,1887203,Home,12,0.07,17638,Active,35456
8497,1829775,Home,36,0.1,43901,Defaulted,425572
6515,1547761,Auto,36,0.1,35624,Defaulted,81562
8766,1416374,Education,60,0.1,8362,Defaulted,261988
5223,1212384,Education,48,0.09,17558,Paid Off,37185
9361,1400425,Home,36,0.14,35753,Defaulted,161079
0,51062,Auto,36,0.11,3620,Paid Off,87172
6871,875847,Home,48,0.09,8529,Defaulted,476897
5244,787697,Personal,12,0.1,22884,Active,297307
7203,1564885,Personal,24,0.13,38267,Defaulted,276466
241,1695779,Auto,48,0.12,47776,Paid Off,173868
5073,1946724,Auto,60,0.13,41593,Active,430180
2537,17912,Home,48,0.14,18331,Active,423642
4860,269401,Home,48,0.12,25186,Paid Off,477036
5284,1074974,Home,60,0.09,38845,Defaulted,239594
5063,269534,Personal,12,0.12,5987,Active,86741
2641,1061759,Home,12,0.09,6795,Paid Off,12717
1835,20672,Auto,48,0.14,6347,Paid Off,206266
5195,190378,Auto,24,0.14,14989,Paid Off,397394
8524,648638,Personal,24,0.14,41718,Paid Off,145498
3917,603959,Education,12,0.13,15272,Paid Off,249383
3762,1829368,Auto,60,0.14,49180,Active,59478
8968,1608257,Auto,36,0.07,20008,Paid Off,439692
9687,1343185,Home,36,0.11,8163,Paid Off,409888
369,1883501,Education,12,0.07,34387,Paid Off,294822
6480,166993,Auto,48,0.15,41814,Active,381276
8023,671611,Education,24,0.13,21832,Defaulted,240787
580,787985,Home,24,0.11,2401,Active,394548
9833,973134,Personal,36,0.14,17799,Paid Off,224142
1562,1600220,Personal,12,0.12,34116,Paid Off,325540
4487,232876,Personal,48,0.1,22185,Active,292933
2053,1404036,Home,12,0.11,9715,Active,287436
5508,1201587,Auto,12,0.15,10395,Paid Off,186564
8629,1461734,Personal,60,0.13,35811,Defaulted,158541
3188,1579246,Home,36,0.07,25449,Paid Off,405347
1990,385753,Auto,12,0.12,26781,Paid Off,146450
3747,1808835,Personal,48,0.1,6721,Paid Off,303616
3062,1420488,Personal,24,0.09,22128,Defaulted,17291
3967,1326173,Education,36,0.09,6430,Active,314009
3381,36026,Education,60,0.08,5753,Defaulted,498936
6305,534273,Education,36,0.13,11444,Active,449795
7455,322472,Auto,36,0.12,41088,Active,172748
4658,710461,Auto,48,0.13,29455,Defaulted,150621
1666,193548,Auto,24,0.08,3153,Paid Off,487884
5885,1260523,Personal,36,0.11,40989,Defaulted,336869
7508,1091095,Education,36,0.14,42273,Defaulted,494397
3499,1866678,Education,48,0.08,27377,Active,371895
5383,1604315,Home,60,0.09,23362,Active,333630
825,1353539,Home,48,0.08,26441,Defaulted,104868
891,1707942,Auto,36,0.13,22505,Defaulted,236439
3418,1236865,Auto,60,0.07,35417,Defaulted,300502
316,1003835,Home,48,0.11,30931,Active,478818
9975,1571025,Auto,36,0.1,32228,Defaulted,90682
9213,473164,Auto,36,0.11,28330,Active,340207
6068,921304,Auto,36,0.13,26353,Paid Off,358595
4294,365524,Education,60,0.08,41159,Defaulted,384688
1099,1555387,Personal,12,0.08,45426,Paid Off,54032
3953,558884,Education,48,0.12,20994,Active,304308
2467,1623274,Education,36,0.11,22422,Defaulted,459063
4965,117602,Personal,36,0.12,8182,Defaulted,463825
7530,702623,Home,36,0.09,12571,Defaulted,483726
2450,332829,Auto,48,0.11,37271,Active,151593
6161,490836,Auto,48,0.13,7396,Paid Off,169389
9899,1248489,Auto,24,0.11,13986,Defaulted,195186
2707,882868,Home,36,0.13,46020,Defaulted,32735
2561,1729083,Home,60,0.09,12546,Active,284432
29,1407452,Education,12,0.13,4851,Paid Off,180453
434,1897374,Education,60,0.15,5381,Paid Off,160987
9387,105198,Auto,36,0.08,23174,Paid Off,385978
46,1368091,Auto,60,0.1,41686,Defaulted,191959
8490,202681,Education,12,0.13,13765,Defaulted,285678
9738,255287,Personal,60,0.09,5715,Paid Off,281062
3541,1584867,Home,48,0.11,30504,Defaulted,482856
9641,290314,Auto,36,0.1,49849,Paid Off,360285
4482,1661540,Education,24,0.11,47489,Paid Off,201191
3554,943896,Personal,24,0.12,30187,Active,136971
7022,185457,Education,24,0.09,27272,Paid Off,404695
5797,667148,Education,48,0.09,33669,Active,440429
4257,830594,Personal,60,0.09,45227,Defaulted,496356
3378,940726,Auto,48,0.1,44265,Defaulted,28527
9630,454394,Home,36,0.1,43789,Defaulted,60387
338,1061277,Education,24,0.11,13423,Active,459860
6202,1749550,Auto,60,0.15,9632,Defaulted,432932
5339,1601540,Personal,24,0.1,9112,Active,463086
2408,988141,Home,48,0.13,15451,Defaulted,415524
6168,1766057,Education,60,0.1,49283,Active,425803
1929,1904891,Auto,12,0.13,41718,Defaulted,485969
2500,1210361,Education,60,0.08,4723,Active,369644
7374,609047,Education,60,0.11,22492,Active,456306
9299,847412,Education,12,0.13,36138,Paid Off,423358
2295,339097,Personal,36,0.13,44549,Paid Off,123336
7415,1862808,Education,12,0.14,23542,Defaulted,332324
7218,750255,Auto,24,0.08,17622,Defaulted,244898
7092,679105,Personal,48,0.13,21389,Defaulted,101174
9737,32498,Personal,36,0.13,26652,Paid Off,171769
2224,1181858,Auto,24,0.09,17908,Defaulted,155030
6268,777948,Auto,36,0.08,30472,Active,330079
8357,1528524,Home,60,0.13,29255,Defaulted,338912
6120,304402,Auto,48,0.12,9258,Paid Off,359679
8317,1296048,Education,24,0.08,49359,Defaulted,172142
3440,429678,Home,36,0.12,35354,Active,181693
881,1680028,Auto,36,0.15,32149,Active,86829
5933,70269,Home,36,0.12,13616,Paid Off,292149
7414,454389,Home,36,0.13,28081,Active,153961
4165,53255,Education,24,0.13,24347,Paid Off,348000
6137,1625271,Personal,36,0.09,8821,Defaulted,276976
522,1423192,Home,48,0.1,25529,Paid Off,192551
9615,291951,Education,36,0.14,19318,Defaulted,469351
9601,1865223,Home,60,0.1,33369,Defaulted,307320
3129,50396,Home,60,0.14,32587,Paid Off,344479
3545,587527,Education,24,0.08,23194,Paid Off,151355
6996,875460,Auto,36,0.08,8571,Defaulted,389580
2981,446647,Home,24,0.13,6848,Defaulted,249278
3150,963839,Personal,12,0.14,13446,Defaulted,440525
6328,1002144,Auto,60,0.12,14021,Paid Off,120030
1094,1826109,Education,12,0.11,46489,Paid Off,91200
1139,188431,Home,24,0.08,23085,Defaulted,169402
4026,118223,Home,60,0.14,16987,Active,416070
6466,673249,Education,48,0.13,11189,Active,117493
8206,786441,Home,60,0.13,34051,Active,336347
6585,796810,Education,48,0.14,8561,Active,317456
1538,1592777,Education,48,0.08,33016,Paid Off,385927
5177,380115,Personal,48,0.1,18618,Paid Off,64404
6542,479351,Home,24,0.12,37632,Active,477508
4795,1059252,Education,24,0.08,46489,Active,5962
7579,712412,Home,36,0.14,32313,Paid Off,145963
9902,878044,Auto,12,0.11,15335,Defaulted,32342
9652,1329525,Home,36,0.11,14790,Active,141632
5011,104839,Education,12,0.15,25266,Paid Off,279239
1816,1631778,Education,48,0.15,48086,Defaulted,184688
5635,1522028,Personal,36,0.15,35149,Active,109990
6994,210033,Home,60,0.1,6197,Active,223263
6203,1305797,Auto,60,0.09,12492,Defaulted,77158
4251,595166,Auto,36,0.1,25119,Active,168140
6612,814163,Personal,36,0.08,23313,Paid Off,464234
9891,463282,Personal,24,0.13,2177,Active,350600
2976,364215,Home,12,0.08,49153,Paid Off,45164
8506,1657843,Education,48,0.09,27816,Active,147534
9900,36158,Home,36,0.13,32322,Paid Off,281932
4863,1219016,Auto,36,0.09,23472,Paid Off,272481
6275,255094,Auto,60,0.12,24379,Active,239618
3753,1875721,Auto,48,0.13,10715,Active,280987
2458,1219710,Auto,24,0.15,32668,Paid Off,309726
135,1265588,Education,36,0.15,17322,Active,45245
813,415503,Home,24,0.08,1392,Defaulted,396752
2008,1047839,Home,36,0.08,11904,Paid Off,431835
2073,1729187,Auto,24,0.13,22111,Paid Off,135059
6656,1317367,Personal,60,0.1,3733,Defaulted,131162
7136,60937,Auto,60,0.12,46241,Paid Off,290772
8957,924566,Education,36,0.09,23111,Defaulted,58013
3794,368415,Education,48,0.09,28097,Paid Off,266318
6076,1715691,Education,12,0.12,23423,Defaulted,278545
2769,1509832,Home,36,0.13,48641,Defaulted,254455
3673,492816,Personal,24,0.12,33259,Paid Off,429164
8389,958163,Auto,60,0.12,41129,Defaulted,374935
9189,569761,Education,60,0.14,22607,Defaulted,266293
4032,1151718,Education,24,0.09,24754,Defaulted,227639
1346,702341,Home,36,0.13,21578,Active,491433
1719,373614,Auto,24,0.11,40352,Defaulted,10162
8632,320158,Personal,12,0.14,1572,Active,221245
8583,1215674,Education,48,0.1,23469,Active,483623
9862,955702,Personal,36,0.1,47047,Defaulted,167134
9547,1714680,Auto,24,0.08,34330,Paid Off,464481
5003,324258,Home,24,0.13,6380,Defaulted,388708
2255,1719052,Home,12,0.09,20326,Active,37791
5341,855095,Auto,48,0.14,44480,Paid Off,393668
2026,356297,Home,60,0.07,36572,Active,150790
4339,1455733,Education,36,0.13,11709,Defaulted,491221
3730,568930,Education,12,0.15,22396,Paid Off,303709
1298,203491,Auto,12,0.07,29138,Defaulted,279720
1612,902566,Personal,36,0.12,42451,Active,331712
107,1899404,Home,60,0.13,27772,Active,9485
1353,1008141,Home,12,0.13,37612,Paid Off,335179
1646,994330,Auto,36,0.09,34199,Paid Off,34024
4220,111896,Education,12,0.09,40484,Active,226578
1116,1176425,Education,36,0.12,48378,Defaulted,312050
8603,565884,Auto,24,0.14,14719,Paid Off,269214
3020,1981116,Home,48,0.1,34957,Defaulted,137697
236,1128268,Auto,24,0.13,6758,Active,168958
2702,1183059,Education,60,0.1,46093,Active,416578
8400,1667962,Home,48,0.09,39026,Defaulted,77097
7190,197060,Home,60,0.11,47322,Paid Off,222188
7594,648152,Education,36,0.14,17830,Paid Off,239491
6051,616754,Home,24,0.14,13275,Defaulted,46436
5054,245055,Home,12,0.1,13982,Defaulted,495075
3248,1968286,Home,60,0.13,8954,Defaulted,268737
2813,1029685,Auto,48,0.07,13567,Defaulted,99215
2337,1292395,Home,24,0.07,45743,Active,175548
5726,1934973,Education,36,0.08,44421,Defaulted,171866
1951,1875494,Personal,12,0.13,29124,Defaulted,272063
3801,1928263,Home,12,0.09,47092,Active,374072
