customer_id,account_age_years,total_credit_accounts,accounts_in_delinquency,total_credit_limit,credit_balance,credit_utilization_ratio
4690,7,4,0,33340,9342,0.280203959
4691,5,4,3,43462,27918,0.64235424
4692,2,4,3,19351,26790,1.384424578
4693,19,3,3,24379,14409,0.59104147
4694,1,4,3,34252,18221,0.531968936
4695,13,3,0,9460,2506,0.264904863
4696,7,2,3,5425,12374,2.280921659
4697,18,10,3,6417,17096,2.66417329
4698,12,6,2,12504,1326,0.106046065
4699,8,6,0,24971,23657,0.94737896
4700,4,10,3,42413,23732,0.559545422
4701,3,9,2,37494,28290,0.754520723
4702,16,10,1,29661,26617,0.897373656
4703,13,6,0,48454,4538,0.093655839
4704,13,8,0,30286,23901,0.789176517
4705,3,3,3,33460,11527,0.344500897
4706,15,6,2,25616,8082,0.315505934
4707,1,3,3,35666,6311,0.176947233
4708,10,7,1,32121,11150,0.347124934
4709,10,2,2,41415,19508,0.471037064
4710,20,2,2,24481,3064,0.125158286
4711,2,7,3,32200,20575,0.638975155
4712,3,3,0,10114,12370,1.223057149
4713,16,5,1,16849,18623,1.105288148
4714,13,6,0,21429,16206,0.756264875
4715,17,9,1,17621,5241,0.297429204
4716,15,10,3,49589,1540,0.031055274
4717,4,6,2,14832,25742,1.735571737
4718,10,3,1,39144,21651,0.553111588
4719,16,4,0,44559,15782,0.354182096
4720,3,6,1,15088,21673,1.436439555
4721,14,10,3,42767,12640,0.295554984
4722,18,5,1,9828,9633,0.98015873
4723,6,2,0,16058,6337,0.394631959
4724,2,9,1,21148,8881,0.419945148
4725,11,5,2,20994,6729,0.320520149
4726,5,8,1,6799,17143,2.521400206
4727,18,1,2,38256,28099,0.734499164
4728,19,7,3,32178,16810,0.522406613
4729,16,1,2,49685,9266,0.186494918
4730,2,10,1,44010,7771,0.176573506
4731,2,3,0,36705,1735,0.047268764
4732,19,10,1,14594,5241,0.359120186
4733,3,7,1,48066,4317,0.089814006
4734,8,1,3,17012,29550,1.73700917
4735,18,9,1,45934,10324,0.22475726
4736,8,5,1,13260,14283,1.077149321
4737,4,10,2,11328,6282,0.554555085
4738,6,8,2,32648,27256,0.834844401
4739,8,4,0,30525,21542,0.705716626
4740,16,2,2,17355,14818,0.853817344
4741,6,10,1,16716,8025,0.480078966
4742,17,1,1,35158,23374,0.664827351
4743,20,2,2,19844,3930,0.198044749
4744,16,3,2,49029,21069,0.429725265
4745,5,10,3,41283,12060,0.292129932
4746,7,7,0,46611,21101,0.452704297
4747,14,10,1,12995,8076,0.621469796
4748,12,8,1,9722,11106,1.14235754
4749,3,3,3,16937,13120,0.774635414
4750,11,8,0,39927,8030,0.201117039
4751,15,6,1,35969,14766,0.41052017
4752,2,10,2,10178,18293,1.797307919
4753,16,6,3,33716,15995,0.474403844
4754,19,4,1,6214,28347,4.561795945
4755,2,8,2,28344,22619,0.798017217
4756,1,10,1,38849,28423,0.731627584
4757,3,5,0,27285,12670,0.464357706
4758,4,7,1,38625,14773,0.382472492
4759,6,3,0,18428,10978,0.595723898
4760,13,9,1,29290,25686,0.876954592
4761,7,1,1,17666,22010,1.245896072
4762,1,8,3,12550,19186,1.52876494
4763,14,6,3,18659,12775,0.684656198
4764,16,3,3,40102,26071,0.650117201
4765,15,1,3,7376,17207,2.332836226
4766,20,5,2,27614,10566,0.382631998
4767,1,9,3,31025,12315,0.396937953
4768,16,10,0,42871,19640,0.458118542
4769,18,1,1,46018,10792,0.234516928
4770,6,6,3,41214,5381,0.13056243
4771,5,6,0,36581,27488,0.751428337
4772,3,9,3,36575,14846,0.405905673
4773,7,3,0,38753,28487,0.735091477
4774,11,3,0,15988,12629,0.789904929
4775,17,6,2,44953,27469,0.611060441
4776,5,8,2,49980,3227,0.064565826
4777,9,2,3,10074,11563,1.147806234
4778,11,2,2,15129,17464,1.154339348
4779,20,9,0,31408,4709,0.149929954
4780,4,4,2,48083,6083,0.126510409
4781,12,4,0,23780,17782,0.747771236
4782,11,9,1,24998,23601,0.944115529
4783,18,3,2,27114,6892,0.254186029
4784,4,8,2,28957,26333,0.909382878
4785,5,6,0,37661,24062,0.638910279
4786,2,7,2,9035,15025,1.66297731
4787,17,2,2,10985,21482,1.955575785
4788,5,8,1,42375,3032,0.071551622
4789,8,6,1,27132,9270,0.341662981
4790,10,3,2,38722,27249,0.703708486
4791,17,3,2,5028,2627,0.522474145
4792,17,8,1,12578,3357,0.266894578
4793,13,3,0,39045,4966,0.12718658
4794,11,1,1,40626,26689,0.656943829
4795,3,6,2,35763,8353,0.233565417
4796,13,7,1,18343,27353,1.491195551
4797,11,2,2,5228,28512,5.453710788
4798,13,6,3,21723,22376,1.030060305
4799,14,1,0,45356,14527,0.320288385
4800,5,2,1,46327,7721,0.166663069
4801,9,4,0,46053,13386,0.290665103
4802,13,10,3,29163,12088,0.414497823
4803,5,3,1,6131,2597,0.42358506
4804,13,6,3,48893,3573,0.073077946
4805,13,8,3,27223,6931,0.254600889
4806,20,2,0,21797,2016,0.092489792
4807,19,1,0,35964,21376,0.59437215
4808,15,9,2,18111,22627,1.249351223
4809,16,1,2,15002,5581,0.372017064
4810,14,5,1,5306,21259,4.006596306
4811,17,4,1,39353,24239,0.615937794
4812,12,9,1,46335,23984,0.517621668
4813,6,7,3,19437,19788,1.018058342
4814,1,8,1,9491,28701,3.024022758
4815,20,5,2,44409,29837,0.671868315
4816,20,5,2,20719,1037,0.050050678
4817,9,1,0,47022,3659,0.07781464
4818,10,3,2,47721,5214,0.109260074
4819,2,3,1,9969,25217,2.529541579
4820,15,10,3,41385,27632,0.667681527
4821,13,6,0,37770,28452,0.753296267
4822,10,4,3,48879,21771,0.445406003
4823,3,2,3,42618,14930,0.35032146
4824,10,9,2,20581,24637,1.197074972
4825,10,8,0,13698,27601,2.014965688
4826,12,8,1,14486,29615,2.044387685
4827,11,2,1,20917,21905,1.047234307
4828,9,2,0,9581,5186,0.541279616
4829,16,3,2,45461,23279,0.512065287
4830,20,7,1,26484,9440,0.356441625
4831,20,2,3,27190,28727,1.056528135
4832,14,6,2,40958,4076,0.099516578
4833,16,3,0,46180,20800,0.450411434
4834,18,10,1,10333,9258,0.895964386
4835,2,1,1,9900,5934,0.599393939
4836,3,6,2,15837,12154,0.767443329
4837,15,8,1,38498,15337,0.398384332
4838,15,4,1,42099,11944,0.283712202
4839,2,9,1,40070,24053,0.60027452
4840,6,3,3,44715,25243,0.564530918
4841,11,6,1,19391,14948,0.770873085
4842,13,4,0,45108,3368,0.074665248
4843,16,4,2,35209,1399,0.039734159
4844,20,1,3,40687,21581,0.53041512
4845,10,1,2,11865,28204,2.377075432
4846,12,1,0,34996,5315,0.1518745
4847,20,6,3,10253,19600,1.911635619
4848,15,4,0,41600,4128,0.099230769
4849,16,2,0,48795,7005,0.143559791
4850,1,7,1,43529,21276,0.488777597
4851,13,1,3,40508,21023,0.518983904
4852,16,1,2,9985,26430,2.646970456
4853,15,10,3,36329,18503,0.509317625
4854,13,3,2,25688,27186,1.058315167
4855,12,2,3,46678,9894,0.211962809
4856,10,5,3,49104,5857,0.119277452
4857,19,4,3,31014,29581,0.95379506
4858,7,5,0,44990,24225,0.53845299
4859,9,4,0,48343,8619,0.17828848
4860,18,8,3,23202,26331,1.134859064
4861,20,5,3,35094,9029,0.257280447
4862,11,2,2,35925,7267,0.202282533
4863,12,2,2,19255,5216,0.270890678
4864,3,7,0,19961,9967,0.499323681
4865,17,4,0,28261,28121,0.995046177
4866,12,9,0,45840,23067,0.503206806
4867,6,8,2,14794,28605,1.933554144
4868,20,7,3,36226,14640,0.404129631
4869,2,6,2,14199,18508,1.303472075
4870,3,3,1,23729,23853,1.005225673
4871,9,9,3,31654,26635,0.84144184
4872,1,7,1,42117,11039,0.262103189
4873,16,4,1,11857,25000,2.108459138
4874,5,4,2,11085,4399,0.39684258
4875,10,4,3,40914,27708,0.6772254
4876,5,5,2,43523,13770,0.31638444
4877,2,4,1,40191,2072,0.05155383
4878,12,3,1,45552,17155,0.376602564
4879,18,10,2,27543,10633,0.386050902
4880,5,3,2,13554,16765,1.236904235
4881,2,1,0,32027,22100,0.690042776
4882,16,5,2,11986,15882,1.325045887
4883,4,10,2,26989,8478,0.314127978
4884,9,3,3,26808,25833,0.96363026
4885,10,7,0,36083,7478,0.207244409
4886,10,5,0,13460,26723,1.985364042
4887,9,4,1,27597,24534,0.889009675
4888,16,5,0,47898,16697,0.348594931
4889,2,7,2,40850,10570,0.25875153
4890,16,9,3,40630,3961,0.09748954
4891,14,8,3,38575,9277,0.240492547
4892,12,10,1,18794,4851,0.258114292
4893,17,6,0,10127,5830,0.575688753
4894,20,3,0,16127,14772,0.915979413
4895,16,8,2,11961,25603,2.140540089
4896,3,4,0,31129,17477,0.561437888
4897,13,3,2,32923,17730,0.538529296
4898,10,7,0,45507,10903,0.239589514
4899,5,6,1,5746,5259,0.915245388
4900,4,9,1,26929,11394,0.42311263
4901,7,1,2,46195,19992,0.43277411
4902,9,10,2,6168,13581,2.201848249
4903,17,3,1,22856,10986,0.480661533
4904,14,10,3,17973,6400,0.35608969
4905,1,10,1,9856,8942,0.90726461
4906,16,1,1,26202,28261,1.078581788
4907,4,7,1,28768,3268,0.113598443
4908,9,1,3,38697,11096,0.286740574
4909,17,7,1,8049,17891,2.222760591
4910,4,2,3,47938,3844,0.080186908
4911,14,5,2,13448,28137,2.09228138
4912,14,4,0,14008,10498,0.749428898
4913,14,9,0,10422,9883,0.948282479
4914,2,10,3,25468,1829,0.071815612
4915,12,10,2,10434,23733,2.274583094
4916,9,9,2,45430,6126,0.134844816
4917,8,1,0,43295,16889,0.390091235
4918,2,3,1,22074,22161,1.003941288
4919,17,5,3,11736,25567,2.178510566
4920,8,6,0,33689,2948,0.087506308
4921,6,9,3,44780,19131,0.427221974
4922,10,8,2,7363,23365,3.173298927
4923,1,1,3,46064,15762,0.342176103
4924,2,10,2,11168,16496,1.477077364
4925,3,8,2,48163,9392,0.195004464
4926,6,7,2,18217,25956,1.424822968
4927,11,8,0,37983,4546,0.119685122
4928,1,7,3,7825,14040,1.794249201
4929,4,4,1,28857,2354,0.081574661
4930,9,8,2,8759,11775,1.344331545
4931,6,8,0,12988,25403,1.955882353
4932,14,8,0,43327,23221,0.535947562
4933,11,9,0,10042,9516,0.947619996
4934,20,4,1,42540,19248,0.452468265
4935,10,8,0,46891,9659,0.205988356
4936,17,10,1,45655,19183,0.420173037
4937,3,2,3,26869,26331,0.979976925
4938,10,1,3,39301,11855,0.301646269
4939,8,2,2,40737,9369,0.229987481
4940,9,7,0,5766,19718,3.4197017
4941,10,2,1,19698,10940,0.555386334
4942,20,9,1,12424,11397,0.917337411
4943,14,9,2,17435,4241,0.243246344
4944,5,5,1,46382,13162,0.283773878
4945,7,7,1,23868,24455,1.024593598
4946,5,5,1,26970,24969,0.925806452
4947,20,5,2,10616,2815,0.265165787
4948,3,5,2,12643,29838,2.360041129
4949,20,2,3,49497,15394,0.311008748
4950,12,9,0,42639,12285,0.288116513
4951,5,10,3,33278,3284,0.098683815
4952,5,1,2,34444,14750,0.428231332
4953,3,5,3,7221,10558,1.46212436
4954,1,7,1,38262,29908,0.781663269
4955,12,8,1,34128,19733,0.578205579
4956,11,8,1,39966,25578,0.639993995
4957,12,4,0,15883,23109,1.454951835
4958,19,4,3,8400,14220,1.692857143
4959,4,10,1,45997,9485,0.206209101
4960,20,4,2,44478,25930,0.582984846
4961,11,7,3,43152,5735,0.132902299
4962,17,6,3,8485,7420,0.874484384
4963,5,4,1,22722,1902,0.08370742
4964,20,2,1,45750,6588,0.144
4965,4,2,3,8663,23416,2.702989726
4966,1,9,0,45171,14069,0.311460893
4967,8,6,3,24727,28525,1.153597282
4968,7,6,3,5814,24536,4.220158239
4969,7,7,0,9480,18685,1.970991561
4970,5,3,2,21331,11613,0.544418921
4971,4,7,3,30975,16001,0.516577885
4972,6,9,3,46751,19614,0.419541828
4973,4,8,0,5356,21745,4.059932786
4974,17,9,1,24581,29128,1.184980269
4975,5,3,0,43707,9097,0.208135997
4976,16,7,0,39792,18348,0.461097708
4977,10,6,3,8253,6713,0.813401187
4978,3,10,1,24302,10626,0.437247963
4979,16,6,3,28772,5517,0.191748923
4980,19,7,3,28696,25578,0.891343741
4981,9,4,3,6501,13340,2.051992001
4982,13,7,2,37696,5405,0.143383913
4983,11,1,1,27389,26021,0.950052941
4984,7,4,2,42293,18807,0.444683517
4985,20,7,1,48675,10793,0.221736004
4986,9,7,0,14954,14298,0.956132139
4987,8,3,0,38582,22783,0.590508527
4988,16,1,3,21599,28406,1.315153479
4989,4,9,1,44226,10583,0.239293628
4990,7,5,1,45375,2714,0.059812672
4991,6,6,3,28339,8717,0.307597304
4992,13,9,3,30887,23403,0.757697413
4993,19,5,1,16279,23317,1.432336139
4994,8,7,3,22532,27734,1.230871649
4995,9,6,2,45722,4899,0.107147544
4996,8,8,1,34912,1555,0.044540559
4997,9,5,3,27870,12149,0.435916756
4998,17,1,0,9114,19382,2.126618389
4999,2,8,2,47919,26403,0.5509923
5000,16,1,1,45724,25146,0.549951885
5001,20,6,1,9498,26842,2.826068646
5002,9,7,2,7782,2757,0.354279106
5003,11,5,3,34702,10398,0.299636909
5004,16,4,3,41083,15334,0.373244408
5005,4,1,0,16445,27401,1.666220736
5006,9,5,0,32953,17077,0.518222924
5007,18,2,3,5816,10314,1.773383769
5008,4,8,2,36380,14173,0.389582188
5009,2,7,1,45516,6185,0.135886282
5010,3,3,3,26391,23427,0.887688985
5011,20,1,2,41947,27990,0.667270603
5012,1,6,3,35467,22831,0.643725153
5013,2,10,2,15235,12069,0.792189038
5014,15,3,2,24350,18681,0.767186858
5015,14,10,3,9552,26997,2.826319095
5016,15,9,2,19118,9264,0.484569516
5017,15,7,3,24641,18733,0.760237003
5018,13,2,2,35004,16830,0.480802194
5019,3,6,0,9578,15306,1.598037169
5020,11,7,1,15117,20328,1.344711252
5021,9,2,1,12462,29692,2.382603113
5022,5,7,2,20759,4943,0.238113589
5023,8,2,3,29007,6619,0.2281863
5024,14,7,2,19706,14979,0.76012382
5025,9,5,3,41174,25958,0.630446398
5026,18,3,3,38934,5532,0.142086608
5027,8,7,1,31902,15545,0.487273525
5028,15,8,1,17631,9329,0.529124837
5029,13,3,3,22430,23284,1.038074008
5030,12,8,3,40968,7342,0.179213044
5031,9,9,1,39478,11185,0.283322357
5032,6,9,3,49889,23224,0.46551344
5033,4,9,0,38491,2644,0.068691382
5034,8,2,0,48347,10361,0.214304921
5035,18,7,0,13707,19774,1.442620559
5036,8,6,1,49001,1692,0.034529908
5037,13,9,0,37882,3700,0.097671717
5038,15,8,0,41169,3003,0.072943234
5039,17,2,1,41900,16579,0.395680191
5040,16,2,3,40515,4726,0.116648155
5041,8,9,0,24138,17744,0.735106471
5042,12,5,1,38847,2792,0.071871702
5043,18,5,1,23039,17497,0.759451365
5044,1,3,3,10356,18305,1.767574353
5045,1,2,0,6689,12651,1.891314098
5046,18,8,2,32368,5691,0.175821799
5047,12,8,1,45368,13785,0.303848528
5048,3,10,2,26858,16875,0.628304416
5049,9,2,1,22622,15955,0.705286889
5050,18,10,1,17508,18384,1.05003427
5051,20,3,1,49675,16196,0.326039255
5052,14,1,3,9073,1579,0.174032845
5053,9,5,2,48888,26430,0.540623466
5054,5,2,0,22420,2578,0.114986619
5055,10,5,3,32686,8401,0.257021355
5056,18,8,0,36243,16109,0.444472036
5057,1,5,0,48778,25618,0.525195785
5058,18,9,0,9628,25865,2.686435397
5059,8,9,0,32228,28287,0.87771503
5060,9,2,1,38116,22585,0.592533319
5061,5,1,1,48811,11477,0.235131425
5062,13,4,3,46296,23588,0.509504061
5063,11,10,2,10833,25186,2.324933075
5064,7,3,0,37803,9400,0.248657514
5065,14,2,1,17911,26764,1.49427726
5066,9,3,2,29393,11500,0.391249617
5067,14,1,3,19761,19137,0.968422651
5068,7,10,0,14495,6139,0.423525354
5069,14,2,3,23094,24369,1.055209145
5070,13,6,2,7537,27183,3.606607403
5071,19,1,3,32106,29646,0.923378808
5072,14,3,0,17210,6045,0.351249274
5073,18,7,3,14692,28136,1.915055813
5074,20,3,1,15644,23735,1.517195091
5075,4,3,0,38654,29428,0.761318363
5076,19,1,3,23832,12004,0.503692514
5077,1,3,2,47860,16458,0.343877977
5078,2,6,3,34092,3011,0.08831984
5079,2,9,1,22182,1853,0.083536201
5080,13,9,2,22051,13462,0.610493855
5081,7,2,0,32569,23836,0.731861586
5082,7,2,2,11924,12654,1.061221067
5083,2,4,2,21269,2143,0.10075697
5084,13,6,2,49755,13876,0.278886544
5085,17,5,1,38351,1686,0.043962348
5086,3,2,0,41926,21915,0.522706674
5087,14,6,2,39556,1459,0.036884417
5088,17,2,3,48465,19631,0.405055194
5089,15,8,3,23744,4615,0.194364892
5090,3,10,3,12284,14370,1.169814393
5091,5,9,3,28218,14270,0.505705578
5092,10,9,0,29042,13449,0.463087942
5093,13,6,0,17812,20097,1.128284303
5094,6,7,2,23957,8575,0.357932963
5095,10,1,1,45705,25581,0.559698064
5096,7,10,3,27655,26194,0.947170494
5097,19,7,0,33361,15356,0.460297953
5098,9,3,3,34744,5019,0.144456597
5099,20,10,0,23809,18085,0.759586711
5100,20,1,0,45447,2723,0.059915946
5101,3,6,1,16610,22382,1.347501505
5102,10,6,0,18749,3664,0.195423756
5103,7,8,1,44099,12439,0.282069888
5104,1,5,2,45787,9192,0.200755673
5105,12,8,2,39390,19485,0.494668698
5106,4,10,1,7462,8898,1.192441705
5107,11,3,2,13361,29870,2.235611107
5108,9,8,3,20539,8378,0.407906909
5109,3,8,0,5364,27732,5.170022371
5110,13,7,3,17943,4460,0.2485649
5111,20,5,0,12090,29868,2.470471464
5112,17,8,1,43229,25260,0.584329964
5113,10,2,2,6954,15107,2.172418752
5114,3,2,0,6663,27032,4.057031367
5115,6,3,3,38997,7495,0.192194271
5116,3,3,2,42844,20527,0.47911026
5117,15,5,3,24797,7767,0.313223374
5118,10,7,2,35143,13593,0.386791111
5119,8,1,2,6714,11279,1.67992255
5120,5,6,0,17291,17218,0.99577815
5121,13,1,0,22997,6074,0.264121407
5122,9,9,1,40466,23495,0.580610883
5123,18,3,3,35530,21834,0.614522938
5124,19,2,0,19229,18124,0.942534713
5125,5,5,3,38370,28426,0.740839197
5126,1,5,0,12778,4680,0.3662545
5127,8,4,1,43248,22565,0.521758232
5128,7,8,2,45203,10559,0.233590691
5129,4,10,2,39572,28984,0.732437077
5130,5,9,1,39460,16319,0.413558033
5131,19,2,3,24047,17684,0.735393188
5132,13,8,0,14850,10559,0.711043771
5133,13,1,1,33395,28601,0.856445576
5134,20,5,2,45958,25863,0.562752948
5135,8,8,0,14138,12691,0.897651719
5136,9,2,0,44797,11047,0.246601335
5137,1,9,1,9734,26180,2.689541812
5138,8,6,3,15697,20473,1.304261961
5139,18,5,0,43992,3324,0.075559193
5140,3,6,3,20254,5966,0.294559099
5141,20,1,2,29567,21322,0.721141814
5142,12,3,1,36312,8054,0.221799956
5143,20,4,2,15035,17428,1.159161955
5144,9,8,0,17964,4093,0.227844578
5145,19,8,2,23430,3760,0.16047802
5146,15,4,1,45166,26440,0.585396094
5147,18,6,3,7119,12511,1.757409749
5148,16,2,2,44511,18081,0.406214194
5149,2,5,3,47416,1773,0.037392441
5150,13,2,2,30743,21613,0.703021826
5151,11,10,3,46563,14704,0.315787213
5152,11,6,0,49744,13823,0.27788276
5153,2,4,2,9606,18607,1.93701853
5154,18,6,2,45147,9135,0.202339026
5155,8,1,1,26612,24895,0.935480234
5156,9,7,3,15483,25356,1.637667119
5157,20,3,3,23196,28027,1.208268667
5158,13,5,3,37536,27410,0.73023231
5159,8,1,2,33081,9465,0.286115897
5160,14,9,0,27534,10452,0.379603399
5161,3,1,2,14167,23112,1.631396908
5162,16,4,3,21009,19711,0.938216955
5163,15,10,3,10609,9428,0.888679423
5164,15,2,1,28281,22367,0.790884339
5165,9,5,2,16808,22752,1.353641123
5166,8,5,2,42971,4756,0.110679295
5167,12,7,2,44195,13200,0.298676321
5168,9,5,3,20784,10672,0.513471901
5169,3,1,0,12051,8585,0.712389013
5170,17,7,1,37895,15172,0.400369442
5171,16,3,1,19722,2735,0.138677619
5172,12,2,2,10260,23467,2.287231969
5173,15,5,2,31993,3865,0.120807677
5174,15,2,2,22997,27242,1.184589294
5175,5,1,0,16681,22563,1.35261675
5176,16,2,3,22208,8406,0.378512248
5177,9,7,1,29402,17485,0.594687436
5178,15,4,2,48151,26791,0.556395506
5179,11,7,2,30900,1612,0.052168285
5180,9,7,1,35375,9165,0.259081272
5181,10,8,2,16381,27778,1.695745071
5182,17,8,1,13196,9332,0.707183995
5183,13,8,1,18720,7299,0.389903846
5184,11,8,2,5158,1838,0.356339667
5185,11,2,1,35623,15515,0.435533223
5186,19,9,3,26929,6602,0.245163207
5187,13,3,0,6547,8066,1.232014663
5188,19,8,3,32393,26255,0.810514617
5189,13,9,2,42755,26539,0.620722722
5190,5,10,2,22595,5552,0.245718079
5191,14,7,2,23776,15724,0.661339166
5192,2,6,2,47233,5639,0.119386869
5193,3,3,0,49201,16496,0.335277738
5194,6,8,2,22411,20853,0.930480568
5195,12,7,2,29748,14575,0.489948904
5196,4,7,1,34339,29251,0.85183028
5197,14,10,2,35088,7994,0.227827177
5198,15,5,2,44176,6431,0.145576784
5199,3,4,1,49510,21353,0.431286609
5200,9,4,1,30931,7600,0.245708189
5201,7,1,0,40765,6570,0.161167668
5202,8,2,0,25913,16025,0.618415467
5203,20,5,0,38605,27003,0.699468981
5204,9,4,3,40533,18987,0.468433129
5205,1,5,2,9293,24633,2.650704832
5206,5,10,0,14583,12230,0.838647741
5207,7,8,0,42528,5537,0.130196576
5208,11,6,1,48397,6414,0.132528876
5209,15,10,0,26944,6863,0.25471348
5210,12,2,2,45873,18290,0.398709481
5211,19,4,1,14971,26200,1.750050097
5212,15,5,1,46656,4338,0.092978395
5213,5,1,3,44280,4242,0.095799458
5214,7,4,1,12740,4664,0.366091052
5215,13,8,3,24919,18555,0.744612545
5216,18,10,0,28134,12636,0.449136276
5217,10,5,3,28097,4700,0.167277645
5218,15,4,3,21500,22163,1.030837209
5219,20,3,2,42436,19243,0.453459327
5220,5,6,3,27117,17755,0.65475532
5221,15,5,0,28247,29316,1.037844727
5222,15,2,1,5810,20789,3.578141136
5223,13,3,2,16560,1581,0.095471014
5224,12,10,2,28041,8294,0.295781178
5225,11,2,2,25158,6781,0.269536529
5226,11,3,0,42873,29816,0.69544935
5227,14,4,2,16543,10660,0.644381309
5228,17,9,3,33319,16379,0.49158138
5229,10,5,2,32019,12175,0.380242981
5230,17,5,0,8269,18106,2.189623896
5231,11,7,0,47034,12779,0.27169707
5232,1,4,2,22540,26509,1.176086957
5233,10,7,0,39649,14972,0.377613559
5234,6,7,0,28822,29504,1.02366248
5235,16,10,3,26410,15661,0.592995078
5236,8,8,0,38615,18493,0.47890716
5237,3,2,0,35438,7012,0.197866697
5238,20,3,3,8705,4315,0.495692131
5239,12,8,2,7460,21390,2.867292225
5240,1,10,0,26413,14781,0.559610798
5241,6,7,2,40169,18452,0.459359207
5242,20,5,3,16670,8345,0.50059988
5243,5,5,1,40544,9021,0.222499013
5244,1,10,2,43501,15205,0.349532195
5245,19,4,3,23728,26761,1.127823668
5246,6,5,1,7964,6410,0.804871924
5247,15,6,2,26240,11260,0.429115854
5248,18,5,2,31837,16119,0.506297704
5249,20,4,3,43448,15698,0.361305469
5250,6,7,0,36403,17276,0.474576271
5251,11,3,3,41601,12422,0.298598591
5252,8,10,3,45089,6356,0.140965646
5253,18,3,3,19269,24270,1.259536042
5254,11,4,0,30863,19368,0.627547549
5255,9,10,3,19680,18044,0.916869919
5256,11,10,3,30172,7277,0.241183879
5257,5,8,0,42140,28539,0.677242525
5258,2,6,1,12421,18375,1.479349489
5259,2,7,2,16405,2872,0.175068577
5260,5,8,3,23692,2023,0.085387473
5261,6,3,1,24563,13206,0.537637911
5262,15,8,2,40348,27148,0.672846238
5263,17,2,1,46064,10195,0.221322508
5264,17,9,1,23239,24723,1.063858169
5265,1,9,2,41741,1166,0.027934165
5266,18,6,1,25137,19997,0.795520547
5267,17,10,0,39749,8630,0.21711238
5268,4,2,0,16743,28404,1.696470167
5269,15,4,2,40545,15329,0.378073745
5270,1,5,1,27428,29891,1.089798746
5271,4,3,0,35090,17681,0.503875748
5272,8,3,2,12655,19429,1.535282497
5273,6,2,3,14933,29865,1.999933034
5274,7,9,3,39797,20194,0.507425183
5275,2,2,0,46091,17936,0.389143217
5276,14,6,0,35963,18345,0.510107611
5277,5,7,3,41103,22568,0.549059679
5278,18,3,0,8286,19572,2.362056481
5279,4,9,2,29351,13268,0.452045927
5280,18,8,1,19164,15040,0.784804842
5281,20,9,3,38116,13414,0.3519257
5282,12,5,0,29338,24131,0.822516872
5283,15,7,3,7700,24328,3.159480519
5284,3,8,0,7620,1133,0.148687664
5285,20,2,3,41136,18087,0.439687865
5286,12,10,3,28806,15618,0.542178713
5287,1,6,0,29837,16868,0.565338338
5288,17,9,3,12686,29470,2.323033265
5289,8,4,2,28412,24678,0.868576658
5290,12,1,2,8707,9090,1.043987596
5291,15,4,1,43587,1919,0.044026889
5292,13,9,0,9500,25957,2.732315789
5293,3,2,2,16194,13814,0.853031987
5294,14,10,0,24424,18636,0.76301998
5295,3,3,1,33901,15893,0.46880623
5296,6,5,0,24184,2779,0.114910685
5297,4,7,3,12158,16333,1.343395295
5298,14,2,1,48355,29965,0.619687726
5299,2,6,3,26853,8616,0.320858005
5300,14,1,1,14348,25345,1.766448285
5301,17,8,2,23681,6902,0.291457286
5302,8,1,2,23971,5034,0.210003755
5303,9,6,2,45574,7118,0.156185544
5304,6,2,1,19482,9407,0.48285597
5305,5,8,2,45781,27149,0.593018938
5306,9,7,1,17405,3950,0.22694628
5307,8,1,2,15755,13335,0.846397969
5308,13,5,2,44570,28280,0.634507516
5309,2,6,2,47327,17137,0.362097745
5310,17,1,0,44649,6441,0.14425855
5311,9,4,2,36232,22404,0.618348421
5312,18,1,2,44089,7958,0.180498537
5313,13,8,3,13088,14701,1.123242665
5314,5,2,0,10461,7401,0.707484944
5315,17,8,2,21296,14753,0.692759204
5316,17,7,3,6834,27931,4.087064677
5317,16,5,2,14708,28535,1.940100626
5318,10,4,2,6623,25985,3.923448588
5319,3,5,3,33294,28338,0.85114435
5320,16,5,2,31720,18270,0.575977301
5321,7,1,3,22199,3930,0.177035002
5322,5,1,2,31771,22861,0.71955557
5323,10,9,3,42997,26750,0.622136428
5324,9,8,2,13592,8726,0.641995291
5325,12,8,3,21258,21660,1.018910528
5326,12,1,2,48458,22207,0.458273144
5327,16,10,2,23219,19024,0.819328998
5328,16,1,2,5202,26231,5.04248366
5329,7,10,3,36582,21639,0.59152042
5330,7,6,3,31032,17211,0.554621036
5331,9,1,2,32890,11563,0.351565825
5332,1,4,1,9671,12549,1.297590735
5333,13,6,0,47253,11626,0.246037289
5334,13,4,0,41155,1191,0.028939376
5335,4,9,0,36124,5799,0.160530395
5336,19,6,1,8466,2354,0.27805339
5337,19,3,1,41350,9427,0.227980653
5338,13,1,1,11072,14568,1.315751445
5339,5,10,3,19460,10531,0.541161357
5340,3,5,2,23128,17249,0.745805949
5341,5,2,0,11340,14334,1.264021164
5342,3,3,1,47349,17734,0.374538005
5343,17,10,2,29820,24360,0.816901408
5344,20,2,2,28105,4842,0.172282512
5345,12,5,0,23558,12505,0.530817557
5346,12,4,0,47704,25573,0.536076639
5347,8,5,3,35982,2772,0.077038519
5348,12,3,3,25628,6433,0.251014515
5349,5,6,1,37545,16285,0.433746171
5350,18,4,1,18927,21370,1.129074867
5351,18,5,3,24010,4796,0.199750104
5352,8,5,3,16344,5272,0.322564856
5353,19,8,3,46873,9122,0.19461097
